primary_key,企业名称,证书编号,认定时间,有效期
3466,中国电建集团上海能源装备有限公司,GR202131003479,2021/11/18 0:00,三年
3467,上海久罗机电设备有限公司,GR202131003480,2021/11/18 0:00,三年
3468,法中轨道交通运输设备（上海）有限公司,GR202131003481,2021/11/18 0:00,三年
3469,上海永麦通信科技有限公司,GR202131003482,2021/11/18 0:00,三年
3470,上海安跃麟汽车科技有限公司,GR202131003483,2021/11/18 0:00,三年
3471,映飞星（上海）智能科技有限公司,GR202131003484,2021/11/18 0:00,三年
3472,上海大尘微影半导体科技有限公司,GR202131003485,2021/11/18 0:00,三年
3473,上海新傲科技股份有限公司,GR202131003486,2021/11/18 0:00,三年
3474,上海长江计算机有限公司,GR202131003487,2021/11/18 0:00,三年
3475,上海锐尔发数码科技有限公司,GR202131003488,2021/11/18 0:00,三年
3476,上海构智建筑科技有限公司,GR202131003489,2021/11/18 0:00,三年
3477,上海优赛密封科技有限公司,GR202131003490,2021/11/18 0:00,三年
3478,唯智信息技术（上海）股份有限公司,GR202131003491,2021/11/18 0:00,三年
3479,上海麦界信息技术有限公司,GR202131003492,2021/11/18 0:00,三年
3480,上海灿晟自动化科技有限公司,GR202131003493,2021/11/18 0:00,三年
3481,上海海砌建材有限公司,GR202131003494,2021/11/18 0:00,三年
3482,爱文思控制系统工程（上海）有限公司,GR202131003495,2021/11/18 0:00,三年
3483,上海芯超生物科技有限公司,GR202131003496,2021/11/18 0:00,三年
3484,上海矽力杰微电子技术有限公司,GR202131003497,2021/11/18 0:00,三年
3485,上海看榜信息科技有限公司,GR202131003498,2021/11/18 0:00,三年
3486,美迪西普胜医药科技（上海）有限公司,GR202131003499,2021/11/18 0:00,三年
3487,上海倍可信息科技有限公司,GR202131003500,2021/11/18 0:00,三年
3488,上海乐树网络科技有限公司,GR202131003501,2021/11/18 0:00,三年
3489,上海珠宇工程咨询管理有限公司,GR202131003502,2021/11/18 0:00,三年
3490,上海阳兰生物科技有限公司,GR202131003503,2021/11/18 0:00,三年
3491,上海川源信息科技有限公司,GR202131003504,2021/11/18 0:00,三年
3492,上海明矽微电子有限公司,GR202131003505,2021/11/18 0:00,三年
3493,上海中询生物科技有限公司,GR202131003506,2021/11/18 0:00,三年
3494,上海新进芯微电子有限公司,GR202131003507,2021/11/18 0:00,三年
3495,上海河洛实业有限公司,GR202131003508,2021/11/18 0:00,三年
3496,上海金众汽车配件有限公司,GR202131003509,2021/11/18 0:00,三年
3497,上海奉贤钢管厂有限公司,GR202131003510,2021/11/18 0:00,三年
3498,上海迎课松数字科技有限公司,GR202131003511,2021/11/18 0:00,三年
3499,上海太泽科技股份有限公司,GR202131003512,2021/11/18 0:00,三年
3500,豪威半导体（上海）有限责任公司,GR202131003513,2021/11/18 0:00,三年
3501,上海小牦牛网络科技有限公司,GR202131003514,2021/11/18 0:00,三年
3502,上海同腾建设工程有限公司,GR202131003515,2021/11/18 0:00,三年
3503,上海大田阀门管道工程有限公司,GR202131003516,2021/11/18 0:00,三年
3504,上海欧尚包装机械有限公司,GR202131003517,2021/11/18 0:00,三年
3505,上海蕴业信息科技有限公司,GR202131003518,2021/11/18 0:00,三年
3506,上海市基础工程集团有限公司,GR202131003519,2021/11/18 0:00,三年
3507,上海南士科技有限公司,GR202131003520,2021/11/18 0:00,三年
3508,上海鑫合医药有限公司,GR202131003521,2021/11/18 0:00,三年
3509,上海杰武精密机械有限公司,GR202131003522,2021/11/18 0:00,三年
3510,上海领彧科技有限公司,GR202131003523,2021/11/18 0:00,三年
3511,上海毕毕信息技术有限公司,GR202131003524,2021/11/18 0:00,三年
3512,上海众力减振技术有限公司,GR202131003525,2021/11/18 0:00,三年
3513,铭益精密模具（上海）有限公司,GR202131003526,2021/11/18 0:00,三年
3514,叠境数字科技（上海）有限公司,GR202131003527,2021/11/18 0:00,三年
3515,上海三瑞信息技术有限公司,GR202131003528,2021/11/18 0:00,三年
3516,上海京珠科技发展工程有限公司,GR202131003529,2021/11/18 0:00,三年
3517,上海商汤临港智能科技有限公司,GR202131003530,2021/11/18 0:00,三年
3518,上海赛美特软件科技有限公司,GR202131003531,2021/11/18 0:00,三年
3519,上海畅雷信息科技有限公司,GR202131003532,2021/11/18 0:00,三年
3520,上海安泉机械有限公司,GR202131003533,2021/11/18 0:00,三年
3521,上海安导电子科技有限公司,GR202131003534,2021/11/18 0:00,三年
3522,上海语路医疗科技有限公司,GR202131003535,2021/11/18 0:00,三年
3523,上海精新泽工业装备有限公司,GR202131003536,2021/11/18 0:00,三年
3524,上海海顾新材料科技有限公司,GR202131003537,2021/11/18 0:00,三年
3525,博彦科技（上海）有限公司,GR202131003538,2021/11/18 0:00,三年
3526,航天智造（上海）科技有限责任公司,GR202131003539,2021/11/18 0:00,三年
3527,翰威通信有限公司,GR202131003540,2021/11/18 0:00,三年
3528,上海趣农科技有限公司,GR202131003541,2021/11/18 0:00,三年
3529,上海启禅网络科技有限公司,GR202131003542,2021/11/18 0:00,三年
3530,上海阅尔基因技术有限公司,GR202131003543,2021/11/18 0:00,三年
3531,上海赛因斯文化科技集团有限公司,GR202131003544,2021/11/18 0:00,三年
3532,上海中船船舶设计技术国家工程研究中心有限公司,GR202131003545,2021/11/18 0:00,三年
3533,上海二十冶建设有限公司,GR202131003546,2021/11/18 0:00,三年
3534,每平每屋（上海）科技有限公司,GR202131003547,2021/11/18 0:00,三年
3535,京准化工技术（上海）有限公司,GR202131003548,2021/11/18 0:00,三年
3536,上海立路信息科技有限公司,GR202131003549,2021/11/18 0:00,三年
3537,上海瑞轻润滑科技有限公司,GR202131003550,2021/11/18 0:00,三年
3538,上海军陶科技股份有限公司,GR202131003551,2021/11/18 0:00,三年
3539,上海君赛生物科技有限公司,GR202131003552,2021/11/18 0:00,三年
3540,索飞航空俱乐部（上海）股份有限公司,GR202131003553,2021/11/18 0:00,三年
3541,上海凯凡石化设备有限公司,GR202131003554,2021/11/18 0:00,三年
3542,上海观合医药科技股份有限公司,GR202131003555,2021/11/18 0:00,三年
3543,上海连娱网络科技有限公司,GR202131003556,2021/11/18 0:00,三年
3544,华科智谷（上海）科技发展有限公司,GR202131003557,2021/11/18 0:00,三年
3545,上海林清轩生物科技有限公司,GR202131003558,2021/11/18 0:00,三年
3546,上海万生合金材料有限公司,GR202131003559,2021/11/18 0:00,三年
3547,宽岳新晟实医疗科技（上海）有限公司,GR202131003560,2021/11/18 0:00,三年
3548,上海信羽电子科技有限公司,GR202131003561,2021/11/18 0:00,三年
3549,上海亚都塑料有限公司,GR202131003562,2021/11/18 0:00,三年
3550,上海长城开关厂有限公司,GR202131003563,2021/11/18 0:00,三年
3551,上海川远信息科技有限公司,GR202131003564,2021/11/18 0:00,三年
3552,上海长为数据技术有限公司,GR202131003565,2021/11/18 0:00,三年
3553,融租易科技有限公司,GR202131003566,2021/11/18 0:00,三年
3554,上海兆启新能源科技有限公司,GR202131003567,2021/11/18 0:00,三年
3555,上海京艺金属装饰制品有限公司,GR202131003568,2021/11/18 0:00,三年
3556,上海六感科技有限公司,GR202131003569,2021/11/18 0:00,三年
3557,上海埃弗斯阀门制造有限公司,GR202131003570,2021/11/18 0:00,三年
3558,上海贵鸣环保科技有限公司,GR202131003571,2021/11/18 0:00,三年
3559,上海旋极信息技术有限公司,GR202131003572,2021/11/18 0:00,三年
3560,上海宇航系统工程研究所,GR202131003573,2021/11/18 0:00,三年
3561,合众北斗电子科技（上海）有限公司,GR202131003574,2021/11/18 0:00,三年
3562,上海扬讯计算机科技股份有限公司,GR202131003575,2021/11/18 0:00,三年
3563,上海晓奥汽车有限公司,GR202131003576,2021/11/18 0:00,三年
3564,上海西涵科技有限公司,GR202131003577,2021/11/18 0:00,三年
3565,百视通网络电视技术发展有限责任公司,GR202131003578,2021/11/18 0:00,三年
3566,上海硫香生物科技有限公司,GR202131003579,2021/11/18 0:00,三年
3567,科恩特（上海）生物科技有限公司,GR202131003580,2021/11/18 0:00,三年
3568,上海纳数智能科技有限公司,GR202131003581,2021/11/18 0:00,三年
3569,上海晨擎信息科技有限公司,GR202131003582,2021/11/18 0:00,三年
3570,上海江帆网络科技有限公司,GR202131003583,2021/11/18 0:00,三年
3571,上海维迩克显示技术有限公司,GR202131003584,2021/11/18 0:00,三年
3572,上海迈嵘环保科技有限公司,GR202131003585,2021/11/18 0:00,三年
3573,上海归程网络科技有限公司,GR202131003586,2021/11/18 0:00,三年
3574,上海宝霆智能科技有限公司,GR202131003587,2021/11/18 0:00,三年
3575,上海艺畅汽车配件有限公司,GR202131003588,2021/11/18 0:00,三年
3576,上海奔旭精密模具有限公司,GR202131003589,2021/11/18 0:00,三年
3577,上海英维亚安防科技有限公司,GR202131003590,2021/11/18 0:00,三年
3578,上海宝尼化工机械有限公司,GR202131003591,2021/11/18 0:00,三年
3579,榕荟智能信息科技（上海）有限公司,GR202131003592,2021/11/18 0:00,三年
3580,上海同迹生物科技有限公司,GR202131003593,2021/11/18 0:00,三年
3581,移惠信息技术（上海）有限公司,GR202131003594,2021/11/18 0:00,三年
3582,上海华绽环境科技有限公司,GR202131003595,2021/11/18 0:00,三年
3583,上海金政科技股份有限公司,GR202131003596,2021/11/18 0:00,三年
3584,上海国富光启云计算科技股份有限公司,GR202131003597,2021/11/18 0:00,三年
3585,上海为昕科技有限公司,GR202131003598,2021/11/18 0:00,三年
3586,上海水威环境技术股份有限公司,GR202131003599,2021/11/18 0:00,三年
3587,上海小绵羊实业有限公司,GR202131003600,2021/11/18 0:00,三年
3588,玖口袋新材料（上海）有限公司,GR202131003601,2021/11/18 0:00,三年
3589,上海渲渊信息科技有限公司,GR202131003602,2021/11/18 0:00,三年
3590,嗨皮（上海）网络科技有限公司,GR202131003603,2021/11/18 0:00,三年
3591,上海磐云科技有限公司,GR202131003604,2021/11/18 0:00,三年
3592,泛斯检测技术（上海）有限公司,GR202131003605,2021/11/18 0:00,三年
3593,上海利特尔数码成像材料有限公司,GR202131003606,2021/11/18 0:00,三年
3594,上海亿品展示创意有限公司,GR202131003607,2021/11/18 0:00,三年
3595,上海和创化学股份有限公司,GR202131003608,2021/11/18 0:00,三年
3596,上海隆兴旺电子科技有限公司,GR202131003609,2021/11/18 0:00,三年
3597,中铁二十四局集团上海铁建工程有限公司,GR202131003610,2021/11/18 0:00,三年
3598,上海列拓科技有限公司,GR202131003611,2021/11/18 0:00,三年
3599,上海君蕴机器人科技有限公司,GR202131003612,2021/11/18 0:00,三年
3600,上海工众机械技术有限公司,GR202131003613,2021/11/18 0:00,三年
3601,上海国景模型设计有限公司,GR202131003614,2021/11/18 0:00,三年
3602,阳光城集团上海信息科技有限公司,GR202131003615,2021/11/18 0:00,三年
3603,上海富钟节能环保科技有限公司,GR202131003616,2021/11/18 0:00,三年
3604,上海梧卿科技有限公司,GR202131003617,2021/11/18 0:00,三年
3605,上海蓝生脑科医学研究有限公司,GR202131003618,2021/11/18 0:00,三年
3606,上海民防建筑研究设计院有限公司,GR202131003619,2021/11/18 0:00,三年
3607,上海尚榀工程技术（集团）有限公司,GR202131003620,2021/11/18 0:00,三年
3608,上海和弘信息技术有限公司,GR202131003621,2021/11/18 0:00,三年
3609,上海科比斯光学科技有限公司,GR202131003622,2021/11/18 0:00,三年
3610,昊兆航空科技（上海）有限公司,GR202131003623,2021/11/18 0:00,三年
3611,上海半叶数字科技有限公司,GR202131003624,2021/11/18 0:00,三年
3612,谱尼测试集团上海有限公司,GR202131003625,2021/11/18 0:00,三年
3613,上海优必杰教育科技有限公司,GR202131003626,2021/11/18 0:00,三年
3614,上海信谊延安药业有限公司,GR202131003627,2021/11/18 0:00,三年
3615,上海斗象信息科技有限公司,GR202131003628,2021/11/18 0:00,三年
3616,米高（上海）汽车配件有限公司,GR202131003629,2021/11/18 0:00,三年
3617,上海朋邦实业有限公司,GR202131003630,2021/11/18 0:00,三年
3618,上海润璋智能科技股份有限公司,GR202131003631,2021/11/18 0:00,三年
3619,上海重塑能源科技有限公司,GR202131003632,2021/11/18 0:00,三年
3620,上海瑞洋船舶科技有限公司,GR202131003633,2021/11/18 0:00,三年
3621,上海林诺信息科技有限公司,GR202131003634,2021/11/18 0:00,三年
3622,上海天晓环保工程有限公司,GR202131003635,2021/11/18 0:00,三年
3623,首控环境科技（上海）有限公司,GR202131003636,2021/11/18 0:00,三年
3624,上海湛坤数码科技有限公司,GR202131003637,2021/11/18 0:00,三年
3625,上海韬涵医疗科技有限公司,GR202131003638,2021/11/18 0:00,三年
3626,上海精硕建设发展有限公司,GR202131003639,2021/11/18 0:00,三年
3627,上海甪城新型材料有限公司,GR202131003640,2021/11/18 0:00,三年
3628,上海复通软件技术有限公司,GR202131003641,2021/11/18 0:00,三年
3629,上海安德利电力科技股份有限公司,GR202131003642,2021/11/18 0:00,三年
3630,上海莫克电子技术有限公司,GR202131003643,2021/11/18 0:00,三年
3631,上海磐盟电子材料有限公司,GR202131003644,2021/11/18 0:00,三年
3632,上海骏雷科技有限公司,GR202131003645,2021/11/18 0:00,三年
3633,上海嘉广聚智能科技有限公司,GR202131003646,2021/11/18 0:00,三年
3634,上海渠首建设工程有限公司,GR202131003647,2021/11/18 0:00,三年
3635,上海中沃电子科技有限公司,GR202131003648,2021/11/18 0:00,三年
3636,挪亚检测技术有限公司,GR202131003649,2021/11/18 0:00,三年
3637,上海锦浜环保科技有限公司,GR202131003650,2021/11/18 0:00,三年
3638,上海晨游信息科技有限公司,GR202131003651,2021/11/18 0:00,三年
3639,上海中炼线材有限公司,GR202131003652,2021/11/18 0:00,三年
3640,上海凯虹科技电子有限公司,GR202131003653,2021/11/18 0:00,三年
3641,上海悠算信息科技有限公司,GR202131003654,2021/11/18 0:00,三年
3642,招商局邮轮研究院（上海）有限公司,GR202131003655,2021/11/18 0:00,三年
3643,上海云见智能科技有限公司,GR202131003656,2021/11/18 0:00,三年
3644,上海安腾铝业有限公司,GR202131003657,2021/11/18 0:00,三年
3645,上海日晗精密机械股份有限公司,GR202131003658,2021/11/18 0:00,三年
3646,上海景栗信息科技有限公司,GR202131003659,2021/11/18 0:00,三年
3647,龙者教育科技（上海）有限公司,GR202131003660,2021/11/18 0:00,三年
3648,上海九方云智能科技有限公司,GR202131003661,2021/11/18 0:00,三年
3649,披云网络科技集团有限公司,GR202131003662,2021/11/18 0:00,三年
3650,上海共和真空技术有限公司,GR202131003663,2021/11/18 0:00,三年
3651,上海沙格医疗科技有限公司,GR202131003664,2021/11/18 0:00,三年
3652,上海益顺中控技术工程有限公司,GR202131003665,2021/11/18 0:00,三年
3653,上海靖戈智能科技有限公司,GR202131003666,2021/11/18 0:00,三年
3654,上海科闫系统科技有限公司,GR202131003667,2021/11/18 0:00,三年
3655,上海天与养老服务有限公司,GR202131003668,2021/11/18 0:00,三年
3656,上海诺姆四达投资集团有限公司,GR202131003669,2021/11/18 0:00,三年
3657,上海樱洛机电科技有限公司,GR202131003670,2021/11/18 0:00,三年
3658,上海交通建设总承包有限公司,GR202131003671,2021/11/18 0:00,三年
3659,上海寻途网络科技有限公司,GR202131003672,2021/11/18 0:00,三年
3660,上海盛普智能设备有限公司,GR202131003673,2021/11/18 0:00,三年
3661,上海普瑞邦克软件技术有限公司,GR202131003674,2021/11/18 0:00,三年
3662,上海莘泽创业投资管理股份有限公司,GR202131003675,2021/11/18 0:00,三年
3663,上海速锐信息技术有限公司,GR202131003676,2021/11/18 0:00,三年
3664,上海吉兴装饰材料有限公司,GR202131003677,2021/11/18 0:00,三年
3665,普力信包装材料（上海）有限公司,GR202131003678,2021/11/18 0:00,三年
3666,上海丽科高分子材料有限公司,GR202131003679,2021/11/18 0:00,三年
3667,普欧（上海）自动化有限公司,GR202131003680,2021/11/18 0:00,三年
3668,上海玖珀网络科技有限公司,GR202131003681,2021/11/18 0:00,三年
3669,上海瀚岱化学有限公司,GR202131003682,2021/11/18 0:00,三年
3670,上海徽茸景观工程有限公司,GR202131003683,2021/11/18 0:00,三年
3671,上海晨骏网络科技有限公司,GR202131003684,2021/11/18 0:00,三年
3672,上海聚人铁路器材有限公司,GR202131003685,2021/11/18 0:00,三年
3673,上海育景信息技术有限公司,GR202131003686,2021/11/18 0:00,三年
3674,上海递缇智能系统有限公司,GR202131003687,2021/11/18 0:00,三年
3675,上海道宏自动化设备有限公司,GR202131003688,2021/11/18 0:00,三年
3676,上海菲格瑞特汽车科技股份有限公司,GR202131003689,2021/11/18 0:00,三年
3677,上海涵延机械有限公司,GR202131003690,2021/11/18 0:00,三年
3678,上海仓御信息技术有限公司,GR202131003691,2021/11/18 0:00,三年
3679,上海光秦环保科技发展有限公司,GR202131003692,2021/11/18 0:00,三年
3680,茵伯特（上海）医疗技术有限公司,GR202131003693,2021/11/18 0:00,三年
3681,上海统御信息科技有限公司,GR202131003694,2021/11/18 0:00,三年
3682,上海无委无线电检测实验室有限公司,GR202131003695,2021/11/18 0:00,三年
3683,上海慕客信信息科技有限公司,GR202131003696,2021/11/18 0:00,三年
3684,上海建工四建集团有限公司,GR202131003697,2021/11/18 0:00,三年
3685,上海泽道网络科技有限公司,GR202131003698,2021/11/18 0:00,三年
3686,上海工物高技术产业发展有限公司,GR202131003699,2021/11/18 0:00,三年
3687,美显信息科技（上海）有限公司,GR202131003700,2021/11/18 0:00,三年
3688,上海圣奇清洗机械有限公司,GR202131003701,2021/11/18 0:00,三年
3689,上海享评信息科技有限公司,GR202131003702,2021/11/18 0:00,三年
3690,上海五节数据科技有限公司,GR202131003703,2021/11/18 0:00,三年
3691,上海兴软信息技术有限公司,GR202131003704,2021/11/18 0:00,三年
3692,上海茂腾针织有限公司,GR202131003705,2021/11/18 0:00,三年
3693,上海帆声图像科技有限公司,GR202131003706,2021/11/18 0:00,三年
3694,上海鑫益瑞杰有色合金有限公司,GR202131003707,2021/11/18 0:00,三年
3695,弘衍信息科技（上海）有限公司,GR202131003708,2021/11/18 0:00,三年
3696,上海潮谈信息科技有限公司,GR202131003709,2021/11/18 0:00,三年
3697,上海智浦欣微电子有限公司,GR202131003710,2021/11/18 0:00,三年
3698,晋亿螺丝（上海）有限公司,GR202131003711,2021/11/18 0:00,三年
3699,上海晨桥电气有限公司,GR202131003712,2021/11/18 0:00,三年
3700,上海推米信息科技有限公司,GR202131003713,2021/11/18 0:00,三年
3701,上海路傲电子科技有限公司,GR202131003714,2021/11/18 0:00,三年
3702,上海曼孚机电控制工程有限公司,GR202131003715,2021/11/18 0:00,三年
3703,博彦泓智科技（上海）有限公司,GR202131003716,2021/11/18 0:00,三年
3704,心动互动娱乐有限公司,GR202131003717,2021/11/18 0:00,三年
3705,上海济丽信息技术有限公司,GR202131003718,2021/11/18 0:00,三年
3706,上海灵信物联网技术有限公司,GR202131003719,2021/11/18 0:00,三年
3707,上海格尔汽车科技发展有限公司,GR202131003720,2021/11/18 0:00,三年
3708,上海禧复新材料科技有限公司,GR202131003721,2021/11/18 0:00,三年
3709,上海昭程整流子科技有限公司,GR202131003722,2021/11/18 0:00,三年
3710,维世致新（上海）智能技术有限公司,GR202131003723,2021/11/18 0:00,三年
3711,上海毕迪信息技术有限公司,GR202131003724,2021/11/18 0:00,三年
3712,上海久宙化学品有限公司,GR202131003725,2021/11/18 0:00,三年
3713,上海远观物联网科技有限公司,GR202131003726,2021/11/18 0:00,三年
3714,上海荣泰健康科技股份有限公司,GR202131003727,2021/11/18 0:00,三年
3715,慧捷（上海）科技有限公司,GR202131003728,2021/11/18 0:00,三年
3716,新开利（上海）水务有限公司,GR202131003729,2021/11/18 0:00,三年
3717,上海溯启智能科技有限公司,GR202131003730,2021/11/18 0:00,三年
3718,上海聚唯机械设备有限公司,GR202131003731,2021/11/18 0:00,三年
3719,上海联影智融医疗科技有限公司,GR202131003732,2021/11/18 0:00,三年
3720,上海胜者教育科技有限公司,GR202131003733,2021/11/18 0:00,三年
3721,上海安居乐环保科技股份有限公司,GR202131003734,2021/11/18 0:00,三年
3722,上海豫兴电子科技有限公司,GR202131003735,2021/11/18 0:00,三年
3723,上海怡胜信息科技有限公司,GR202131003736,2021/11/18 0:00,三年
3724,西德福液压件（上海）有限公司,GR202131003737,2021/11/18 0:00,三年
3725,上海首安工程技术有限公司,GR202131003738,2021/11/18 0:00,三年
3726,上海哲略工程建设科技有限公司,GR202131003739,2021/11/18 0:00,三年
3727,利亚德通信科技（上海）有限公司,GR202131003740,2021/11/18 0:00,三年
3728,上海财才网信息科技有限公司,GR202131003741,2021/11/18 0:00,三年
3729,上海丰信环保科技有限公司,GR202131003742,2021/11/18 0:00,三年
3730,上海辉驰包装设备有限公司,GR202131003743,2021/11/18 0:00,三年
3731,星环信息科技（上海）股份有限公司,GR202131003744,2021/11/18 0:00,三年
3732,上海滨礼网络科技有限公司,GR202131003745,2021/11/18 0:00,三年
3733,上海聚友化工有限公司,GR202131003746,2021/11/18 0:00,三年
3734,上海科润光电技术有限公司,GR202131003747,2021/11/18 0:00,三年
3735,上海亚孚化学有限公司,GR202131003748,2021/11/18 0:00,三年
3736,中为（上海）能源技术有限公司,GR202131003749,2021/11/18 0:00,三年
3737,上海曼易电子科技有限公司,GR202131003750,2021/11/18 0:00,三年
3738,上海明制生物科技有限公司,GR202131003751,2021/11/18 0:00,三年
3739,上海惠存展览展示有限公司,GR202131003752,2021/11/18 0:00,三年
3740,上海辰数信息技术有限公司,GR202131003753,2021/11/18 0:00,三年
3741,其思（上海）机械有限公司,GR202131003754,2021/11/18 0:00,三年
3742,上海隽韬创意设计发展有限公司,GR202131003755,2021/11/18 0:00,三年
3743,上海云秤数据科技有限公司,GR202131003756,2021/11/18 0:00,三年
3744,上海地江集团有限公司,GR202131003757,2021/11/18 0:00,三年
3745,华博生物医药技术（上海）有限公司,GR202131003758,2021/11/18 0:00,三年
3746,上海景事科技有限公司,GR202131003759,2021/11/18 0:00,三年
3747,上海添青科技有限公司,GR202131003760,2021/11/18 0:00,三年
3748,上海点诺信息技术有限公司,GR202131003761,2021/11/18 0:00,三年
3749,上海华东民航机场建设监理有限公司,GR202131003762,2021/11/18 0:00,三年
3750,上海盈智汽车电子有限公司,GR202131003763,2021/11/18 0:00,三年
3751,上海行颐实业有限公司,GR202131003764,2021/11/18 0:00,三年
3752,上海罗玛动力科技有限公司,GR202131003765,2021/9/24 0:00,三年
3753,上海协威钣金制造有限公司,GR202131003766,2021/9/24 0:00,三年
3754,上海力控元申信息技术有限公司,GR202131003767,2021/9/24 0:00,三年
3755,上海新蓦尔检测技术有限公司,GR202131003768,2021/9/24 0:00,三年
3756,上海全路通铁道装备有限公司,GR202131003769,2021/9/24 0:00,三年
3757,上海天微环保科技有限公司,GR202131003770,2021/10/9 0:00,三年
3758,上海罗捷物联网技术有限公司,GR202131003771,2021/10/9 0:00,三年
3759,上海石化西尼尔化工科技有限公司,GR202131003772,2021/10/9 0:00,三年
3760,斯必克（上海）流体技术有限公司,GR202131003773,2021/10/9 0:00,三年
3761,上海派盾电子科技有限公司,GR202131003774,2021/10/9 0:00,三年
3762,上海夙臻机械制造有限公司,GR202131003775,2021/10/9 0:00,三年
3763,堡森（上海）新材料科技有限公司,GR202131003776,2021/10/9 0:00,三年
3764,上海绿端科技有限公司,GR202131003777,2021/10/9 0:00,三年
3765,上海苏仁机械制造有限公司,GR202131003778,2021/10/9 0:00,三年
3766,广家院威凯（上海）检测技术有限公司,GR202131003779,2021/10/9 0:00,三年
3767,上海仪杰自动化设备有限公司,GR202131003780,2021/10/9 0:00,三年
3768,上海良晓信息科技有限公司,GR202131003781,2021/10/9 0:00,三年
3769,上海一觅自动化科技有限公司,GR202131003782,2021/10/9 0:00,三年
3770,上海用鑫信息科技有限公司,GR202131003783,2021/10/9 0:00,三年
3771,上海东富龙拓溥科技有限公司,GR202131003784,2021/10/9 0:00,三年
3772,上海寅铠精密机械制造有限公司,GR202131003785,2021/10/9 0:00,三年
3773,上海云简软件科技有限公司,GR202131003786,2021/10/9 0:00,三年
3774,上海乔博厨房设备工程有限公司,GR202131003787,2021/10/9 0:00,三年
3775,上海新中冶金设备厂,GR202131003788,2021/10/9 0:00,三年
3776,上海沣沅星科技有限公司,GR202131003789,2021/10/9 0:00,三年
3777,上海穆盟信息技术有限公司,GR202131003790,2021/10/9 0:00,三年
3778,上海鑫业网络科技有限公司,GR202131003791,2021/12/23 0:00,三年
3779,上海骥骜电子科技有限公司,GR202131003792,2021/12/23 0:00,三年
3780,上海易创视听科技有限公司,GR202131003793,2021/12/23 0:00,三年
3781,上海汉铁机械有限公司,GR202131003794,2021/12/23 0:00,三年
3782,上海坤锐电子科技有限公司,GR202131003795,2021/12/23 0:00,三年
3783,上海安魁安防科技有限公司,GR202131003796,2021/12/23 0:00,三年
3784,上海仪电溯源科技有限公司,GR202131003797,2021/12/23 0:00,三年
3785,上海汇感智能信息技术有限公司,GR202131003798,2021/12/23 0:00,三年
3786,上海均博复合材料科技有限公司,GR202131003799,2021/12/23 0:00,三年
3787,上海福岛新材料科技有限公司,GR202131003800,2021/12/23 0:00,三年
3788,上海运斯自动化技术有限公司,GR202131003801,2021/12/23 0:00,三年
3789,上海云巡数字科技有限公司,GR202131003802,2021/12/23 0:00,三年
3790,领因生物科技（上海）有限公司,GR202131003803,2021/12/23 0:00,三年
3791,上海共联通信信息发展有限公司,GR202131003804,2021/12/23 0:00,三年
3792,普尔盾电气（上海）有限公司,GR202131003805,2021/12/23 0:00,三年
3793,新狮展（上海）展示服务有限公司,GR202131003806,2021/12/23 0:00,三年
3794,上海新砚模具制造有限公司,GR202131003807,2021/12/23 0:00,三年
3795,约翰威尔弹簧（上海）有限公司,GR202131003808,2021/12/23 0:00,三年
3796,中国航空工业集团公司上海航空测控技术研究所,GR202131003809,2021/12/23 0:00,三年
3797,上海龙韵化工科技有限公司,GR202131003810,2021/12/23 0:00,三年
3798,芳源企业（上海）有限公司,GR202131003811,2021/12/23 0:00,三年
3799,上海经达信息科技股份有限公司,GR202131003812,2021/12/23 0:00,三年
3800,上海游奇网络有限公司,GR202131003813,2021/12/23 0:00,三年
3801,上海诺狮景观规划设计有限公司,GR202131003814,2021/12/23 0:00,三年
3802,上海赤森网络科技有限公司,GR202131003815,2021/12/23 0:00,三年
3803,上海丞乐网络科技有限公司,GR202131003816,2021/12/23 0:00,三年
3804,上海骄米环保技术有限公司,GR202131003817,2021/12/23 0:00,三年
3805,上海乾上视觉艺术设计有限公司,GR202131003818,2021/12/23 0:00,三年
3806,上海宏皓海洋电子科技有限公司,GR202131003819,2021/12/23 0:00,三年
3807,上海同昕环境科技有限公司,GR202131003820,2021/12/23 0:00,三年
3808,吉配斯（上海）建筑科技有限公司,GR202131003821,2021/12/23 0:00,三年
3809,华域智能装备科技有限公司,GR202131003822,2021/12/23 0:00,三年
3810,上海研捷机电设备有限公司,GR202131003823,2021/12/23 0:00,三年
3811,上海雅谷义齿有限公司,GR202131003824,2021/12/23 0:00,三年
3812,上海聚正智能科技有限公司,GR202131003825,2021/12/23 0:00,三年
3813,上海浪屹科技有限公司,GR202131003826,2021/12/23 0:00,三年
3814,上海酷可网络科技有限公司,GR202131003827,2021/12/23 0:00,三年
3815,亿望科技（上海）有限公司,GR202131003828,2021/12/23 0:00,三年
3816,上海恩信仪表有限公司,GR202131003829,2021/12/23 0:00,三年
3817,上海辰茂电线电缆有限公司,GR202131003830,2021/12/23 0:00,三年
3818,上海尚能电力工程设计有限公司,GR202131003831,2021/12/23 0:00,三年
3819,上海研垦电子科技有限公司,GR202131003832,2021/12/23 0:00,三年
3820,上海紫丹包装科技有限公司,GR202131003833,2021/12/23 0:00,三年
3821,上海金棕榈数据科技有限公司,GR202131003834,2021/12/23 0:00,三年
3822,上海魏崃信息科技有限公司,GR202131003835,2021/12/23 0:00,三年
3823,上海纳全精密设备制造有限公司,GR202131003836,2021/12/23 0:00,三年
